epoch,phase,loss,accuracy,f1,precision,recall
27,val,0.2458374678042897,0.22807017543859648,0.3943406285072952,0.5191798941798942,0.3712000962000962
28,train,0.03192439057867097,0.9755351681957186,0.9930226157708094,0.9950000716938386,0.991313143992574
28,val,0.24734156173572205,0.19298245614035087,0.4363194418749974,0.6168981481481483,0.3928050344717011
29,train,0.03114526705184114,0.9785932721712538,0.9918585730135471,0.9900684476342371,0.9939221710189453
29,val,0.2461739987657781,0.15789473684210525,0.42788600288600287,0.6060846560846561,0.3854818021484688
30,train,0.028088078244563636,0.9847094801223242,0.9954236883331377,0.9930555555555556,0.9979423868312757
30,val,0.24757071597534314,0.17543859649122806,0.4440687912910135,0.6221230158730159,0.42613836780503456
31,train,0.02666986948989947,0.9908256880733946,0.9972392576559242,0.9982638888888888,0.9963079248793534
31,val,0.24813605871116906,0.14035087719298245,0.43263278589365545,0.6049382716049383,0.41368045534712194
32,train,0.026093746156685214,0.9938837920489296,0.9983677524661131,1.0,0.9967833838801581
32,val,0.2507586128879012,0.17543859649122806,0.3842291332487411,0.5722740222740224,0.36923601090267755
33,train,0.025930777123761833,0.9724770642201835,0.9886009712182522,0.9875992063492064,0.9909261392729134
33,val,0.2517104216834955,0.21052631578947367,0.4044532627865961,0.5424760424760424,0.40010020843354177
34,train,0.023992105748857562,0.9908256880733946,0.9979549011239153,1.0,0.9959876543209876
34,val,0.24685938421048617,0.21052631578947367,0.43415750915750917,0.6115206552706552,0.4071989738656405
35,train,0.02488751497563966,0.9908256880733946,0.997069272507869,0.9961600396383005,0.9980842911877394
35,val,0.2459350850498467,0.21052631578947367,0.42902331872920113,0.5807014336426102,0.4071989738656405
36,train,0.023930624879281454,0.9938837920489296,0.9977884786873551,0.9987654320987654,0.9969135802469135
36,val,0.24390410435827156,0.17543859649122806,0.41837302525708325,0.5315934065934066,0.39053230719897386
37,train,0.022208020774596327,0.9877675840978594,0.9956570248590622,0.9965277777777778,0.9949762880797365
37,val,0.24208673782515944,0.17543859649122806,0.3984796470303717,0.5232600732600733,0.3812730479397146
38,train,0.02263354529435846,0.981651376146789,0.9947515935238861,0.992289315281465,0.9974160206718347
38,val,0.23990404396726375,0.15789473684210525,0.43500881834215166,0.6071225071225071,0.39670514670514667
39,train,0.021484921694895544,1.0,1.0,1.0,1.0
39,val,0.24298183593833655,0.19298245614035087,0.4513039295647992,0.6306878306878306,0.4195446528779862
40,train,0.020490474224272852,0.9969418960244648,0.9987080103359172,1.0,0.9974747474747474
40,val,0.24499513078154178,0.19298245614035087,0.44578925100664235,0.5914682539682539,0.425717492384159
41,train,0.021827589253402266,0.9877675840978594,0.995377153710487,0.9987922705314011,0.9922935357717966
41,val,0.2470795632454387,0.15789473684210525,0.4117501017501018,0.5384559884559885,0.3889890973224306
42,train,0.021907720270506834,0.9908256880733946,0.9939950120801184,1.0,0.9885942760942762
42,val,0.24473284524783753,0.22807017543859648,0.41559409726076396,0.571957671957672,0.3951619368286035
43,train,0.022269530193339066,0.9969418960244648,0.99929676511955,1.0,0.9986111111111112
43,val,0.24899597439849586,0.19298245614035087,0.40013073346406686,0.5368969810146281,0.370582812249479
44,train,0.022061583680023842,0.9938837920489296,0.9972222222222222,1.0,0.9947089947089948
44,val,0.24652532318182158,0.21052631578947367,0.44687917021250356,0.6257326007326008,0.4118286034952701
45,train,0.02283326130850235,0.981651376146789,0.9944121157911004,0.9963499731615673,0.9927071072057522
45,val,0.24835976853705288,0.22807017543859648,0.4548278881612215,0.6322140822140823,0.4229397146063813
46,train,0.020663769146718018,0.9969418960244648,0.9988662131519275,1.0,0.9977777777777779
46,val,0.25073596312288654,0.22807017543859648,0.4591812508479175,0.6444444444444444,0.4229397146063813
47,train,0.022721614062056993,0.9938837920489296,0.9976761074800291,0.9978632478632478,0.9975845410628019
47,val,0.24858569105466208,0.21052631578947367,0.45284996806735933,0.6133597883597884,0.4229397146063813
48,train,0.021533322842387247,0.9908256880733946,0.9972529846784448,0.9968216649251131,0.9977777777777779
48,val,0.24331022825157433,0.24561403508771928,0.45247881747881746,0.6377696377696378,0.4118286034952701
49,train,0.02023164424418674,0.9969418960244648,0.9993464052287582,1.0,0.9987080103359172
49,val,0.2469224056653809,0.21052631578947367,0.4091251341251341,0.5713675213675214,0.38405082571749233
50,train,0.019624961750860974,0.9969418960244648,0.9991452991452991,0.9983164983164983,1.0
50,val,0.2416924442115583,0.21052631578947367,0.4652921555095468,0.612037037037037,0.42714846881513546
