epoch,phase,loss,accuracy,f1,precision,recall
1,train,0.6534638213879854,0.0048543689320388345,0.09867755177009851,0.10004030126237277,0.11885909938874188
1,val,0.5818413683453446,0.012578616352201259,0.11798241422655883,0.12825064369182015,0.15627227710561045
2,train,0.5375372776128713,0.009708737864077669,0.1408131293185163,0.14940113639119146,0.1642443251636082
2,val,0.40451607951578106,0.006289308176100629,0.09991210575996007,0.1092660797455072,0.13175908151398347
3,train,0.4325199972078638,0.00849514563106796,0.16245636671998437,0.1692949844763157,0.19470871082425606
3,val,0.31349180048366765,0.018867924528301886,0.14816030368959787,0.15813126201284095,0.19532429716253247
4,train,0.3555371081366122,0.02912621359223301,0.22765345446854168,0.23654610601960557,0.2614151528999829
4,val,0.29521266169518046,0.031446540880503145,0.19623516238705385,0.209223182604526,0.24765414324237853
5,train,0.3077770086746771,0.0412621359223301,0.27489262489515404,0.27141681181083976,0.32008879650509364
5,val,0.28828724319080135,0.025157232704402517,0.20997517213614525,0.22023227547000748,0.2643055473937827
6,train,0.2865315635227463,0.06067961165048544,0.3157847179098812,0.29335871734043506,0.37203682081708656
6,val,0.2805856248867587,0.03773584905660377,0.22960625460108172,0.23551931561757294,0.2854038708205375
7,train,0.2747134048383213,0.07402912621359223,0.35003677227710844,0.3357266100656459,0.4064788021962172
7,val,0.2774167287649599,0.031446540880503145,0.21848339159476282,0.2266993894180301,0.28437290287780487
8,train,0.26469329607139513,0.08980582524271845,0.40795753496468967,0.40532553411124056,0.45853117990119036
8,val,0.2743928642392908,0.0440251572327044,0.2618401473760653,0.2712662396608475,0.32781487756977956
9,train,0.2572614721302847,0.10436893203883495,0.44232130070265174,0.4424707367620332,0.49931265352370285
9,val,0.2701093393301814,0.06289308176100629,0.2710093111447462,0.2785112186078369,0.32738477481124545
10,train,0.24904294500073182,0.13349514563106796,0.45620420731377287,0.4494750806050336,0.5043649679083558
10,val,0.2664134974749583,0.07547169811320754,0.2733897461543932,0.2801369998802919,0.3283255551637904
11,train,0.237840482621517,0.14563106796116504,0.48155466734871233,0.47589092618425366,0.5196350832418287
11,val,0.2611800098569138,0.07547169811320754,0.266181126479124,0.28160458988842235,0.31700256442903496
12,train,0.22953797298148998,0.1662621359223301,0.49060870456662475,0.49515214320494105,0.532794101091135
12,val,0.2572761759068231,0.06918238993710692,0.31001325806831176,0.3347209888876555,0.3528830419761792
13,train,0.21891906915359127,0.1953883495145631,0.5250342056019969,0.5179573483422012,0.5673138032206917
13,val,0.2536625309185412,0.07547169811320754,0.30677665618156746,0.3178711151924983,0.35426090793737847
14,train,0.2099694735506206,0.21844660194174756,0.5528675241911903,0.5439834467597782,0.5895030010550607
14,val,0.25320718891965516,0.09433962264150944,0.3043948639378534,0.3184924832585651,0.3515760927525633
15,train,0.20035089306461001,0.23179611650485438,0.5606938295758366,0.5450933718688117,0.6043800141350587
15,val,0.2523312417778579,0.09433962264150944,0.30538613104631446,0.3333382091984989,0.34037161095984625
16,train,0.1937093770909078,0.24393203883495146,0.5667380988492601,0.5630241196405507,0.6135525212449049
16,val,0.2505056583469019,0.10062893081761007,0.3244336202663507,0.3497229622229623,0.3649326980209333
17,train,0.18408873894260924,0.3070388349514563,0.6252129395505375,0.6178228535629215,0.6577450516170908
17,val,0.24964818939472894,0.0880503144654088,0.31504911493753374,0.3253686930544516,0.3481193416242436
18,train,0.17473254663851653,0.3155339805825243,0.6408440011537757,0.6230164061355743,0.6771296072520249
18,val,0.24942773711756341,0.10062893081761007,0.30543364678224605,0.3189914061979803,0.34057202782692975
19,train,0.16538893756935896,0.3737864077669903,0.6736002449267605,0.6729856337663339,0.6928429806131565
19,val,0.2483655478594438,0.11949685534591195,0.32244082727613527,0.32837548537724764,0.357767795022697
20,train,0.1567753638746669,0.38349514563106796,0.6864197529358916,0.6968755837890764,0.6861959794730328
20,val,0.24660617141228802,0.1069182389937107,0.3216231906754651,0.32363625390586176,0.35330350930841126
21,train,0.14222454503901955,0.4162621359223301,0.7201367214189358,0.7385752226260958,0.7132452250013914
21,val,0.24555682451844965,0.11949685534591195,0.32026629562222064,0.3153223020611146,0.3466897526946547
22,train,0.13828923893206327,0.4186893203883495,0.726006774660312,0.7370889053979667,0.7265676673886408
22,val,0.24883361395050144,0.1069182389937107,0.3177704267773481,0.3159145799276488,0.34524235749725946
23,train,0.1331726766182381,0.46359223300970875,0.7537061887253029,0.7800139408446146,0.7401731687551671
23,val,0.248934010852058,0.13836477987421383,0.31540401240065646,0.3174233076247662,0.34249001724491923
24,train,0.11692790354339822,0.5351941747572816,0.7775496163005735,0.79887853232922,0.7618953440468199
24,val,0.24818332174664023,0.11320754716981132,0.32300392328180183,0.3197158433432943,0.350757213012115
25,train,0.11123259792339454,0.5497572815533981,0.7934171303349786,0.8213657165775197,0.776502114100973
25,val,0.24925484719141475,0.1320754716981132,0.3279527897402294,0.32561282798855895,0.3628858251407271
26,train,0.10571847284592471,0.5509708737864077,0.8071134857306052,0.848677978952465,0.7807717954754511
26,val,0.24997590294798966,0.1509433962264151,0.3308163442842986,0.33450611867278535,0.3560812870861891
27,train,0.09749963691512357,0.5861650485436893,0.8223365038265872,0.8736420593323014,0.7818701044543038
27,val,0.24712067233316554,0.14465408805031446,0.3424846110740889,0.3495644978541398,0.36170298020788216
28,train,0.09016743186608102,0.6140776699029126,0.8383637393053043,0.8794701101229392,0.8070954888754238
28,val,0.250204159216311,0.15723270440251572,0.33971239324623403,0.349774542593787,0.3684413806962827
29,train,0.08805306386021734,0.6116504854368932,0.8417143929219224,0.8901529690421418,0.8016991940993551
29,val,0.251827210094194,0.16981132075471697,0.3600465025330935,0.38570848892305315,0.3770334286265659
30,train,0.08197501728546272,0.6565533980582524,0.8582161337849668,0.901151425970851,0.8237950003330543
30,val,0.2535585988804979,0.15723270440251572,0.32740797691778084,0.3450250759095788,0.3470103652701692
31,train,0.07604480281616878,0.6674757281553398,0.8682443035085358,0.9143924848821374,0.8294725391660243
31,val,0.25272378081795555,0.16981132075471697,0.3441447645121273,0.3602700731132103,0.3671402354000393
32,train,0.0724546203335512,0.7002427184466019,0.8796486973984129,0.9321525623885828,0.8358371502359243
32,val,0.2533008025127387,0.1761006289308176,0.345262292464311,0.3710767310032016,0.3660579843177882
33,train,0.06479793627863949,0.7257281553398058,0.8894886895134747,0.9292760883323079,0.8571212395694325
33,val,0.258832167810614,0.1761006289308176,0.3333358651127164,0.3668544986088845,0.3524681019779059
34,train,0.06131831954405146,0.7560679611650486,0.9050733570892378,0.9453319720085585,0.8715845743460504
34,val,0.2612679243650077,0.18867924528301888,0.3431149712537229,0.3759970955803769,0.3578717805433491
35,train,0.05464560346840655,0.779126213592233,0.9197344782448188,0.956619469419851,0.8878693886726672
35,val,0.2628068337275547,0.18867924528301888,0.3467075593325388,0.3691418031859208,0.3589780816496503
36,train,0.05311213817121913,0.7779126213592233,0.9166399989193538,0.9598587079952436,0.8793338474247945
36,val,0.2662599450387295,0.1761006289308176,0.3343476766814362,0.3566930618401206,0.3494135720851407
37,train,0.04830458803662976,0.8033980582524272,0.9251039931840508,0.9680953580746405,0.8868171005220774
37,val,0.2646571928225223,0.1949685534591195,0.3498155238659793,0.38149591559651236,0.3637897052112738
38,train,0.04540935697630771,0.7961165048543689,0.9249597798437894,0.9727933956584707,0.8829847159377295
38,val,0.2667643310701322,0.18238993710691823,0.3405013241778296,0.36419431701827265,0.3585165061880748
39,train,0.044873928958640515,0.8009708737864077,0.9277616741031641,0.9679920805052676,0.8919802022021438
39,val,0.26877155909373324,0.18238993710691823,0.3257888202858365,0.34946752321752317,0.34120372637529495
40,train,0.04033854943745344,0.8446601941747572,0.9428050414913842,0.9743580180926976,0.9147251383222164
40,val,0.2700933258301057,0.20125786163522014,0.35675701269101573,0.3858547407567015,0.36732084183064573
41,train,0.03760055553855248,0.8543689320388349,0.948689916222635,0.9829860402223226,0.9173644795108795
41,val,0.2696672316242314,0.1949685534591195,0.3445846597386411,0.3705625027993449,0.3534157427539781
42,train,0.034977710724455637,0.837378640776699,0.9466165513799587,0.9811690075262742,0.9155019484588275
42,val,0.2695888830055981,0.1761006289308176,0.33072932328857474,0.3579487641987642,0.343924385345954
43,train,0.0347690195279214,0.8470873786407767,0.9453779346314577,0.9796414744002744,0.9143155803354307
43,val,0.2716974917822664,0.1949685534591195,0.3492590529878432,0.3826310218467081,0.36073072715229576
44,train,0.03208138618292739,0.8604368932038835,0.9496856435614743,0.9762878117199885,0.9248585422426844
44,val,0.2739961197916067,0.1949685534591195,0.3515022658500919,0.38814611314611314,0.36324256716413583
45,train,0.030789789065573978,0.8689320388349514,0.9531672913856968,0.9873906886517643,0.9222210819329736
45,val,0.2751558306831984,0.18238993710691823,0.35349089991959154,0.37525487751364944,0.36928652320809185
46,train,0.02859852585977721,0.8919902912621359,0.962639167505476,0.9918834622530205,0.9355588825369114
46,val,0.27875993424241646,0.18867924528301888,0.3550508978362008,0.39702648023726456,0.3680782407498094
47,train,0.02834389979037845,0.8640776699029126,0.9555272635683798,0.9885699482806414,0.9261823791738382
47,val,0.27818239541173734,0.1949685534591195,0.3624198199667121,0.40099814043312487,0.3642436494152181
48,train,0.025020874476114525,0.8992718446601942,0.9667597180971553,0.9932030439560628,0.9427051383946472
48,val,0.2813157247109983,0.1949685534591195,0.3447075048898638,0.3782602428435762,0.3579515618731305
49,train,0.023911129809843685,0.9016990291262136,0.9668250665570173,0.9882562146193481,0.9467929908711223
49,val,0.283403808965623,0.18867924528301888,0.34828024087840465,0.37260496116275266,0.3618206094921781
50,train,0.025250199042911668,0.8822815533980582,0.9568778311733548,0.9859596554690394,0.9302541713120471
50,val,0.2849842628592965,0.20125786163522014,0.33364045997302993,0.36758241758241755,0.3473124324840011
